194.5,131.79,-0.246590305099012,
194.3,131.79,-0.0674978001396535,
197.9,135.02,-0.0611628894085255,
198.4,135.55,0.0211058481930179,
199.4,136.46,0.0356433233960996,
199.9,136.83,-0.0420879390023536,
200.9,137.82,0.0524495362007118,
201.1,138,0.0533570312413458,
201.4,138.06,-0.155281726197737,
201.3,138.05,-0.0757354737180412,
203.6,140.04,-0.14529928075095,
204.6,142.44,1.35923819445214,
209.5,145.47,0.00147182294725143,
208.6,144.34,-0.322611904735514,
210.7,146.3,-0.243083206809024,
211.9,147.54,-0.0776382365653581,
212.2,147.8,-0.0862769940043974,
